37.427091	-122.076946	0
37.427124	-122.076941	3.14
37.427167	-122.077360	0
37.427649	-122.076014	0
37.427739	-122.075998	0
37.427978	-122.075955	0
37.428108	-122.076095	0
37.428152	-122.076474	0
37.427680	-122.076832	0
37.427735	-122.077284	0
37.427646	-122.077436	0
37.427271	-122.077506	0
37.427176	-122.076734	0
37.427329	-122.076705	0
37.427548	-122.076664	0
37.427607	-122.076567	0
37.427559	-122.076169	0
37.428095	-122.076665	0
37.427918	-122.076698	0
37.427739	-122.076732	0
37.43082117	-122.18279701	0
37.42038600	-122.20493600	0
